,pc1,pc2,pc3,pc4,pc5,pc6,url,MA%
0,0.20860463006623306,-0.19038756982655364,0.7370737240998858,0.16120398725225313,0.004982397969052369,-0.08403644552732725,Auswahl_CFB1010-400-01-H-12mm-4000x14_1_1.png,0.14019393920898438
1,0.7296739286371063,0.3788291360863605,0.32670684596542016,-0.2925033293667514,0.008077361911233958,-0.1903663027100024,Auswahl_CFB1010-400-01-H-12mm-4000x14_1_2.png,0.15770721435546875
2,0.9261083942418767,0.10792266686518874,0.5366087404614843,0.3622392276477724,0.18352009834226574,-0.04137858406138934,Auswahl_CFB1010-400-01-H-12mm-4000x14_1_3.png,0.146575927734375
3,1.5612488065323245,0.20265071432407733,1.1887413175111554,0.4579824529124498,0.03286140528754519,-0.3927234443147023,Auswahl_CFB1010-400-01-H-12mm-4000x14_2_1.png,0.14899063110351562
4,-1.9690338153845066,0.2558484230579969,0.31768839501986795,-0.1003179735705518,-0.020003435828536118,-0.1340098236794374,Auswahl_CFB1010-400-01-H-12mm-4000x14_2_2.png,0.11490631103515625
5,0.7660613906762976,0.17801617455499133,0.6806641528246937,-0.04759786269934556,-0.11067227564866218,-0.1170651141916806,Auswahl_CFB1010-400-01-H-12mm-4000x14_2_3.png,0.15152359008789062
6,0.7105580645147741,0.11779134115532001,0.6550259532495206,-0.422424502575478,-0.022810485542939154,-0.24268698961976168,Auswahl_CFB1010-400-01-H-12mm-4000x14_3_1.png,0.15943527221679688
7,-0.11701913812880313,0.40515572751614987,0.3973256422150398,0.6018352017354053,-0.09521890972472236,-0.3592956450824107,Auswahl_CFB1010-400-01-H-12mm-4000x14_3_2.png,0.12568283081054688
8,0.41034672355840557,-0.07263715927102961,0.07641929868302967,0.17918338867320316,-0.09780736502054192,0.03693782142768211,Auswahl_CFB1010-400-01-H-12mm-4000x14_3_3.png,0.14629364013671875
9,-2.6237859672385038,-0.03874524092787909,-0.19098087870479608,-0.6557872241070175,-0.02709078235151285,-0.019633580375598196,Auswahl_CFB1010-400-01-H-12mm-4000x14_4_1.png,0.12205123901367188
10,-0.08882791651429715,0.348404811933312,-0.7008580839287752,0.25634151836364566,-0.21268718480451526,0.07472282885650411,Auswahl_CFB1010-400-01-H-12mm-4000x14_4_2.png,0.14027786254882812
11,0.4550888734323158,0.13939462603938338,0.48406918289107054,-0.9291046928391026,-0.16982195365966055,-0.10688815413002023,Auswahl_CFB1010-400-01-H-12mm-4000x14_4_3.png,0.16776657104492188
12,-2.7077668120452403,0.03664861052613672,0.3622361561735358,-0.3478603322150529,-0.03601636932194865,-0.09203164455306874,Auswahl_CFB1010-400-01-H-12mm-4000x15_1_1.png,0.11016464233398438
13,2.5610687571638926,-0.2435625758853857,-0.17738148048714122,-0.6434397592826092,0.024680022230615092,-0.11703814373655629,Auswahl_CFB1010-400-01-H-12mm-4000x15_1_2.png,0.19826507568359375
14,-4.897330077318591,0.12127356874089391,-0.3521632507751809,-0.3654246074653834,-0.07182084372153244,0.05794593000604028,Auswahl_CFB1010-400-01-H-12mm-4000x15_1_3.png,0.08263397216796875
15,-4.933507057704568,0.19718395866130628,0.5694218292045164,-0.437291392673796,-0.09557654404305764,-0.13536089763896492,Auswahl_CFB1010-400-01-H-12mm-4000x15_2_1.png,0.07765579223632812
16,-2.1524196424741175,0.1065774646173939,0.07897639870488339,-0.49532373460066875,-0.08499799003004596,-0.015090796134684161,Auswahl_CFB1010-400-01-H-12mm-4000x15_2_2.png,0.12282943725585938
17,4.427164019644822,-0.3872177480019095,-0.2909490708452312,-0.8655362193971778,0.08320238042886371,-0.03419929138840139,Auswahl_CFB1010-400-01-H-12mm-4000x15_2_3.png,0.231964111328125
