,pc1,pc2,pc3,pc4,pc5,pc6,url,MA%
0,3.5040973494272936,0.269397763392717,0.3112731210946005,0.2429253982697041,0.08131560746411298,-0.006984617741292498,Auswahl_CFB1010-500-03-H-12mm-4000x17_1_1.png,0.24464035034179688
1,1.5382165967313945,0.10516348282935745,-0.2282819140095452,0.24047423410086166,0.11121337118365797,-0.02604361093644396,Auswahl_CFB1010-500-03-H-12mm-4000x17_1_2.png,0.2788352966308594
2,-1.128141658827914,0.07793648386560699,0.783767558305396,0.04908902776985124,-0.08452235054868908,0.09651748068288071,Auswahl_CFB1010-500-03-H-12mm-4000x17_1_3.png,0.3256378173828125
3,-5.707103212237759,0.8984535282176774,-0.2294019240645299,-0.20659037383591614,-0.16294482783371317,-0.012958932413092348,Auswahl_CFB1010-500-03-H-12mm-4000x17_2_1.png,0.42772674560546875
4,-15.949629231024646,2.142010894416587,-0.031196275275309507,0.1737378957338115,-0.15469912371850394,-0.16369182494557447,Auswahl_CFB1010-500-03-H-12mm-4000x17_2_2.png,0.6413688659667969
5,3.047894005156716,1.5525976635724108,0.09851465407874177,0.1857097057392197,0.046727705849795194,0.003558051680829057,Auswahl_CFB1010-500-03-H-12mm-4000x17_2_3.png,0.2779998779296875
6,3.212953546852276,-0.8190387760373704,-0.2385279726863738,0.5289776912437845,-0.14804902223443228,-0.08299023880211752,Auswahl_CFB1010-500-03-H-12mm-4000x17_3_1.png,0.22826766967773438
7,-9.610359751629012,1.0706116136772794,-0.050902226055028844,0.6849304825980547,-0.19296540224684924,-0.030076349564412366,Auswahl_CFB1010-500-03-H-12mm-4000x17_3_2.png,0.5027313232421875
8,2.483697812442194,-0.21376930322820217,0.06427127215973634,0.22350552775887247,0.04567822221568868,0.0656148221955731,Auswahl_CFB1010-500-03-H-12mm-4000x17_3_3.png,0.2546272277832031
9,-11.321113071789341,1.319863452053205,-0.4483179595520297,-0.07239846740074923,-0.16834716868636276,-0.006138670658061464,Auswahl_CFB1010-500-03-H-12mm-4000x17_4_1.png,0.5403518676757812
10,-11.615938235780748,1.625771726187574,-0.5786226841119433,0.6378788934522188,-0.10882808473308105,-0.034536092570554344,Auswahl_CFB1010-500-03-H-12mm-4000x17_4_2.png,0.5518875122070312
11,-1.7862876182952327,0.8512472856841669,-0.3957110570833734,-0.12478067602513031,0.03251317710086758,-0.05485693801410879,Auswahl_CFB1010-500-03-H-12mm-4000x17_4_3.png,0.3550605773925781
12,5.578919725116948,0.6376974778593074,0.5482584558288186,-0.4559694445846281,0.07275370305306493,0.041506495669022155,Auswahl_CFB1010-500-03-H-12mm-4000x18_1_1.png,0.21287918090820312
13,-4.381783545684353,-0.5539430478424698,1.2014950466753647,-0.8705226170223764,-0.03408590144859958,0.2789176519066933,Auswahl_CFB1010-500-03-H-12mm-4000x18_1_2.png,0.3742256164550781
14,5.496270111853911,-0.45696669455003125,-0.6708016993985721,-0.8612009278921965,0.004576253750745466,-0.09932674620996125,Auswahl_CFB1010-500-03-H-12mm-4000x18_1_3.png,0.195068359375
15,0.6743916109522431,0.5780805495875647,0.047538690811297836,0.08195131417393488,0.01893127175136567,0.024713045819185157,Auswahl_CFB1010-500-03-H-12mm-4000x18_2_1.png,0.303314208984375
16,1.3105305542493757,0.13231204474659616,0.8625215863988583,-0.23955624471112824,0.11113525914920053,0.006188370859853958,Auswahl_CFB1010-500-03-H-12mm-4000x18_2_2.png,0.2820625305175781
17,-5.772483146092051,0.2581228088961013,-0.1027168003575518,0.39070888030016465,0.0003622289912337201,-0.07585088300300954,Auswahl_CFB1010-500-03-H-12mm-4000x18_2_3.png,0.41693878173828125
18,-4.36308744327389,0.9505232740819285,0.06468788438182103,-0.18593337182419664,-0.041202700682274794,0.00512812186401538,Auswahl_CFB1010-500-03-H-12mm-4000x18_3_1.png,0.40398406982421875
19,-4.942116650091085,1.3232489747129639,0.4610593180515835,-0.3405993487620684,-0.019145639683012597,0.06695615015502117,Auswahl_CFB1010-500-03-H-12mm-4000x18_3_2.png,0.42134857177734375
20,2.060589939558409,1.1893539505355855,0.4916890221994007,-0.18132979779610375,0.024897744680714158,0.006674084808467767,Auswahl_CFB1010-500-03-H-12mm-4000x18_3_3.png,0.2888069152832031
21,2.361321493516675,-0.2518731998430758,-0.003422115936361483,-0.22889997796575628,-0.01635915311943497,-0.04080124399560715,Auswahl_CFB1010-500-03-H-12mm-4000x18_4_1.png,0.25591278076171875
22,-1.0695044924799337,-0.26771898541626005,-0.1109278792942715,0.147304605529894,-0.13643474780531614,0.025186298647524353,Auswahl_CFB1010-500-03-H-12mm-4000x18_4_2.png,0.3188819885253906
23,3.8619099783470303,0.04446028847798162,0.25786306403566894,0.5056024907718663,0.09909665450299163,-0.00203224823598628,Auswahl_CFB1010-500-03-H-12mm-4000x18_4_3.png,0.23355484008789062
24,-3.59885135372041,-0.26149787194261276,0.817033955853532,0.6592898829369853,-0.044351387404143724,0.06159646431917565,Auswahl_CFB1010-500-03-H-15mm-4000x22_1_1.png,0.3650321960449219
25,2.2351896661993775,0.6111263408991215,-0.37486762742519736,-0.2969985534732681,0.046676599794615546,0.00285561083921775,Auswahl_CFB1010-500-03-H-15mm-4000x22_1_2.png,0.2758064270019531
26,-6.116694603158166,0.8943996667835477,-0.07764839082434685,-0.7162478368558128,-0.07696402807390768,-0.10220045416868098,Auswahl_CFB1010-500-03-H-15mm-4000x22_1_3.png,0.4353218078613281
27,5.11689781174846,-0.6716218803025353,0.19514936541302766,0.544933978049901,-0.08151234646234577,-0.10439941279380012,Auswahl_CFB1010-500-03-H-15mm-4000x22_2_1.png,0.19537353515625
28,-2.1741160907796595,-0.0016070084620139014,0.14669763280716377,0.12842892831722133,0.05330478609075126,0.059623220425322324,Auswahl_CFB1010-500-03-H-15mm-4000x22_2_2.png,0.3450469970703125
29,-4.949921260375637,0.8089459954556952,0.13316748566857592,0.5425458706245166,0.035164762513462615,-0.023102187036048893,Auswahl_CFB1010-500-03-H-15mm-4000x22_2_3.png,0.4119873046875
30,3.5508804154455174,-0.8424063424395359,0.13180322718483076,0.3573522312536315,-0.139038335897403,-0.10671444069228216,Auswahl_CFB1010-500-03-H-15mm-4000x22_3_1.png,0.22150802612304688
31,-0.48639043641276897,-0.6520900361833091,0.5506204042315689,-0.17897409658072672,-0.09322598494870253,0.038295790546604674,Auswahl_CFB1010-500-03-H-15mm-4000x22_3_2.png,0.3000144958496094
