,pc1,pc2,pc3,pc4,pc5,pc6,url,white_fract
0,2.9584102800123473,-0.5785509150360246,-0.37623607867827535,0.21398888833396318,-0.017065032443031033,-0.07261708265848556,Auswahl_CFB1010_400-H-12mm-4000x14_4_2.png,0.19402694702148438
1,3.4336531718529275,-0.266311857734646,-0.8136129509074966,-0.05384941641615908,0.16733336815770258,0.06057506508212776,Auswahl_CFB1010_400-H-9mm-4000x10_1_2.png,0.1998138427734375
2,-1.754618085478051,-0.3541942329312903,0.7692406225346606,0.5351094217527694,0.031535509905865594,-0.14076879687706445,Auswahl_CFB1010_400-H-6mm-4000x07_4_2.png,0.12437057495117188
3,0.3940379335214058,-0.5307507585273296,-0.37319129875700713,-0.14369612299174858,0.08622236177121757,0.08568669016275957,Auswahl_CFB1010_400-H-12mm-4000x14_1_2.png,0.14965057373046875
4,4.5229162676040255,0.07656501678095783,0.20839252941203165,0.04263125129111273,-0.09225500345879785,-0.0394159175224889,Auswahl_CFB1010_400-H-3mm-4000x03_4_1.png,0.2093048095703125
5,-0.8577209452981552,0.040782101111165175,-0.898943411632029,-0.7458240263434333,0.37655307942010235,0.0668312650611047,Auswahl_CFB1010_400-H-12mm-4000x14_1_1.png,0.12610244750976562
6,1.932520842636676,-0.24129293243981076,1.795831641558648,-0.36616115841443597,0.35397188526188644,-0.23740160553259657,Auswahl_CFB1010_400-H-3mm-4000x03_3_3.png,0.14953994750976562
7,-2.6056848765162015,0.525682840055104,0.142554236741833,-0.34764501271464426,0.013931622179667173,-0.2951198938439354,Auswahl_CFB1010_400-H-3mm-4000x03_2_3.png,0.10270309448242188
8,-1.4289159138187415,0.6124084511544937,-0.4785560591803878,0.039882627555701045,-0.02060287179184224,0.022594748650601033,Auswahl_CFB1010_400-H-15mm-4000x19_3_3.png,0.13344192504882812
9,0.6756432887712112,-0.9623627910859351,0.6063338277906215,-0.18171723280189553,0.007049696557024025,-0.27382696013068436,Auswahl_CFB1010_400-H-6mm-4000x07_4_3.png,0.14356231689453125
10,-1.5326027548133634,0.3374053650485908,-0.07471087449419711,0.6163632690740655,-0.01764254030779275,0.03252879184633301,Auswahl_CFB1010_400-H-12mm-4000x15_1_3.png,0.13901519775390625
11,1.3800619945728865,-0.15957685007727201,-0.7822227378197796,-0.12648216809637736,0.18162979714637445,0.1528008625804987,Auswahl_CFB1010_400-H-12mm-4000x15_1_2.png,0.16932296752929688
12,-2.1229742569619376,0.4232720173021737,0.4052634493678605,0.05663015059237888,0.012610912285024622,0.19290112437757562,Auswahl_CFB1010_400-H-6mm-4000x06_4_3.png,0.11463546752929688
13,1.0645763339507568,0.10256568882469871,1.4407611191187086,-0.09444371700734545,0.29323083791382326,-0.0074973037920458355,Auswahl_CFB1010_400-H-6mm-4000x07_3_2.png,0.14712142944335938
14,-1.1538439505140177,0.805457360800518,0.06338715182649308,0.36482812686214017,-0.05925410012609981,0.1484334077144666,Auswahl_CFB1010_400-H-12mm-4000x15_2_3.png,0.13897323608398438
15,0.08543937753407202,0.22147359539769454,-0.4559860757748929,0.12079663697298688,0.10882403385687878,0.041982894334911564,Auswahl_CFB1010_400-H-6mm-4000x06_1_2.png,0.15453720092773438
16,-2.6862398319500778,-0.5089329987149979,0.15295229006998307,0.04309875901174127,-0.010452644134735227,-0.1497634809051934,Auswahl_CFB1010_400-H-12mm-4000x14_2_3.png,0.10586166381835938
17,1.3404535682411731,-0.49227313628132136,-0.5089743358805451,0.06558700543899627,0.04933739552503449,0.1468475347792439,Auswahl_CFB1010_400-H-6mm-4000x06_2_2.png,0.16904830932617188
18,-3.729352563130742,0.07994071016486153,0.8375114463851281,0.11797897553343518,0.2538710871461848,-0.08334244356137675,Auswahl_CFB1010_400-H-3mm-4000x02_3_3.png,0.0890350341796875
19,-1.0485069993753764,0.3432607847450501,0.3348365258994491,-0.4267982866600781,-0.14347896122780127,-0.18663969146789092,Auswahl_CFB1010_400-H-15mm-4000x18_1_3.png,0.12009048461914062
20,1.6573106430511084,0.2367119501108997,0.4768942060118617,0.5890461023162896,-0.1075906678889555,0.14415259852810902,Auswahl_CFB1010_400-H-12mm-4000x14_3_1.png,0.17787933349609375
21,4.157808547432956,0.906044185461282,-0.13618002980575625,-0.36533397134949247,-0.020135425246601172,-0.28555641589071556,Auswahl_CFB1010_400-H-3mm-4000x03_1_3.png,0.20186233520507812
22,-1.971017034374053,-0.3584887600273886,-0.43096771129111816,0.4626717101638898,0.07361815059142317,0.04608658100985092,Auswahl_CFB1010_400-H-12mm-4000x14_1_3.png,0.1305084228515625
23,-0.9941796432934952,0.1380577909712931,-0.18211248022565973,-0.1082381461024104,0.07832670350596278,0.005388469325989957,Auswahl_CFB1010_400-H-12mm-4000x14_4_3.png,0.131591796875
24,-5.857694096634773,-0.03125783757478998,-0.41809575841344954,0.04438736614100703,0.09693267493534291,0.033926914913942466,Auswahl_CFB1010_400-H-15mm-4000x18_2_2.png,0.06760025024414062
25,-3.313521319817516,0.09203085038255784,0.07087755240541854,0.5907177989981093,-0.03897774059449766,-0.10240939380305437,Auswahl_CFB1010_400-H-12mm-4000x15_4_3.png,0.11151504516601562
26,1.2785971615441147,0.054669258067476155,0.302119751834941,0.02438406439558603,0.11495156608708992,0.10837063420037826,Auswahl_CFB1010_400-H-15mm-4000x19_2_3.png,0.16199493408203125
27,-0.4699806340310986,-0.7622159067195383,-0.23547103112892417,-0.028622052369084335,-0.06167290138066505,0.09174255727379163,Auswahl_CFB1010_400-H-3mm-4000x02_1_2.png,0.13798141479492188
28,0.644896300041011,-0.024813996019385522,1.3310194006919562,-0.16021721916725812,0.17220490653436388,-0.11915928161902946,Auswahl_CFB1010_400-H-3mm-4000x03_4_3.png,0.1400909423828125
29,-2.506466713967527,0.249253832521767,1.150598269076923,-0.1305917616545547,0.3806304131008904,0.0039779748142350505,Auswahl_CFB1010_400-H-6mm-4000x07_3_3.png,0.09896469116210938
30,-1.6779609910348963,-0.17839154159179071,0.4210755465984134,0.3154864643820222,-0.08490610874832095,-0.046436243807733604,Auswahl_CFB1010_400-H-6mm-4000x06_1_3.png,0.12462997436523438
31,2.4778271482846472,0.18387207376222117,0.47582523941000776,-0.06028964473484727,0.08130397764341125,0.15412148013277663,Auswahl_CFB1010_400-H-3mm-4000x03_3_1.png,0.17610549926757812
32,-0.37120191897942556,-0.9672598811028158,0.7287102911826134,0.0909647359403097,-0.14788455019450397,-0.23331875924438658,Auswahl_CFB1010_400-H-6mm-4000x07_4_1.png,0.13298797607421875
33,-1.3278452754900023,-0.17631693842339902,-0.25534806650278524,0.5930041095628045,-0.03292067853863208,-0.0031761227047615265,Auswahl_CFB1010_400-H-15mm-4000x18_3_2.png,0.141448974609375
34,1.547642120791738,0.2549960134210836,-0.2967598115770689,0.06153046596217692,0.1534649246700666,0.08463809974409947,Auswahl_CFB1010_400-H-6mm-4000x07_1_3.png,0.17281723022460938
35,-3.0139027836108903,-0.0750149515474931,-0.14019381630714225,0.17164733060269938,-0.04004765071403096,-0.10348036283776225,Auswahl_CFB1010_400-H-12mm-4000x15_4_2.png,0.10786056518554688
36,2.80895683226276,-0.10160522385245219,-0.5381234862755743,0.46238468929937826,0.0759439625968574,0.07056039019765561,Auswahl_CFB1010_400-H-12mm-4000x15_3_1.png,0.19999313354492188
37,1.6605401502194446,-0.0893871520924662,0.22719913462562522,0.3263286604259579,0.021993014310355264,0.23085444232431307,Auswahl_CFB1010_400-H-15mm-4000x18_1_1.png,0.1734619140625
38,-3.007855749213834,-0.6392632639990006,-0.1820338453930395,0.07796978965120438,-0.06289650316894131,0.11930599361667657,Auswahl_CFB1010_400-H-12mm-4000x15_1_1.png,0.10428237915039062
